epoch,train_accuracy,val_accuracy,train_loss,val_loss,optimization_seconds,train_eval_seconds,val_eval_seconds,cumulative_train_presentations
1,0.2597864768683274,0.26666666666666666,1.8674360865799982,1.9084546089172363,1.3931377999999768,0.5266599000001406,0.11535630000003039,562
2,0.4234875444839858,0.39166666666666666,1.7674620380605244,1.834209410349528,1.3295541999998477,0.5245456000000104,0.10942869999985305,1124
3,0.4626334519572954,0.43333333333333335,1.5969451619212738,1.6768765449523926,1.3392861999998331,0.5260473000000729,0.10996010000008027,1686
4,0.4928825622775801,0.475,1.4203226965093103,1.5393819332122802,1.328341200000068,0.553273900000022,0.11255690000007235,2248
5,0.604982206405694,0.5833333333333334,1.3150073828646296,1.4425250212351481,1.4198248999998668,0.5947075999999925,0.12423030000013568,2810
6,0.5551601423487544,0.525,1.2827329839251644,1.4774698893229166,1.4413751000001866,0.5617723000000296,0.11495179999997163,3372
7,0.597864768683274,0.5583333333333333,1.1787650152457567,1.3626007239023845,1.3676786999999422,0.5366543000000092,0.10947559999999612,3934
8,0.6405693950177936,0.65,1.1288016444847677,1.295073382059733,1.296543500000098,0.5217394999999669,0.11512819999984458,4496
9,0.6548042704626335,0.6166666666666667,1.0252217024670802,1.1789854208628336,1.3288634999998976,0.5216224999999213,0.11172610000016903,5058
10,0.697508896797153,0.6166666666666667,0.9494700940902547,1.152511962254842,1.35103909999998,0.5867081000001235,0.1166149000000587,5620
11,0.7384341637010676,0.7166666666666667,0.9130254233010723,1.1298746744791666,1.3591825000000881,0.5321521000000757,0.1124766999998883,6182
12,0.7686832740213523,0.6666666666666666,0.8325338278800991,1.0478729565938314,1.4138141999999334,0.5254284000000098,0.1128572999998596,6744
13,0.7562277580071174,0.65,0.809206568897831,1.0325831572214763,1.349687700000004,0.5244190000000799,0.11028080000005502,7306
14,0.7597864768683275,0.6916666666666667,0.7961242937108376,1.0403276602427165,1.430621699999847,0.5223610000000463,0.1115330999998605,7868
15,0.7669039145907474,0.6833333333333333,0.7481305862236701,1.0462110996246339,1.4066060000000107,0.5443387000000257,0.11037390000001324,8430
16,0.802491103202847,0.6916666666666667,0.7046337602825775,0.9651571591695149,1.3623655000001236,0.6043649999999161,0.12276840000004086,8992
17,0.7953736654804271,0.65,0.6973374577179499,1.0081736405690511,1.4390694999999596,0.5181714000000284,0.110916300000099,9554
18,0.8131672597864769,0.7,0.6561432368390501,0.9316631952921549,1.3519242999998369,0.5298892000000706,0.11876380000012432,10116
19,0.8362989323843416,0.7083333333333334,0.6382108803745691,0.9372116247812907,1.373884400000179,0.5373893000000862,0.11203890000001593,10678
20,0.8202846975088968,0.7,0.6056416518323362,0.9341592947642009,1.3470111999999972,0.5300020999998196,0.10907429999997476,11240
21,0.8416370106761566,0.7166666666666667,0.5920080799224963,0.9346230347951253,1.420035000000098,0.6324455000001308,0.1211759999998776,11802
22,0.8487544483985765,0.7333333333333333,0.5748956899201743,0.882770832379659,1.4613490000001548,0.5748986000000968,0.1289088000000902,12364
23,0.8594306049822064,0.7166666666666667,0.5637560399825887,0.8957956790924072,1.482594299999846,0.5934019999999691,0.13420909999990727,12926
24,0.8647686832740213,0.7416666666666667,0.5357268959602003,0.8629882971445719,1.4214373999998315,0.5535307000000103,0.11569839999992837,13488
25,0.8665480427046264,0.7583333333333333,0.5367807238975878,0.8761850516001384,1.4722313000002032,0.5493089999999938,0.11622320000014952,14050
26,0.8612099644128114,0.7416666666666667,0.529011189301243,0.8852628389994304,1.44751169999995,0.567212599999948,0.11376289999998335,14612
27,0.8718861209964412,0.7583333333333333,0.5202882603818412,0.868344497680664,1.383568299999979,0.5250613999999132,0.1117397999998957,15174
28,0.8683274021352313,0.75,0.5176288589463963,0.870581038792928,1.4220573000000059,0.5421238999999787,0.11477960000001985,15736
29,0.8647686832740213,0.75,0.5153733860979725,0.8683477878570557,1.4921962000000804,0.5764560000000074,0.12438889999998537,16298
30,0.8665480427046264,0.75,0.5151157845805973,0.8680901050567627,1.5488043000000289,0.5518296999998711,0.12047519999987344,16860
